latitude,longitude,time,weather,road_type,severity
28.657117219206803,77.24794450686308,2023-01-01 00:27:00,Fog,Urban,4
28.69620728443102,77.04587193009681,2023-01-01 00:28:00,Snow,Rural,3
28.423225206359998,77.12856809646279,2023-01-01 00:29:00,Fog,Urban,4
28.703772425950717,77.25954691722666,2023-01-01 00:30:00,Snow,Urban,4
28.485262061843645,77.1096824529161,2023-01-01 00:31:00,Fog,Rural,3
28.432525796492637,77.35212487869993,2023-01-01 00:32:00,Rain,Urban,2
28.874442768626665,77.26449135977737,2023-01-01 00:33:00,Snow,Rural,4
28.882816016537276,77.34811135731873,2023-01-01 00:34:00,Snow,Urban,3
28.804198674058227,77.15815628090046,2023-01-01 00:35:00,Fog,Urban,3
28.552306884586685,77.01359405704987,2023-01-01 00:36:00,Rain,Urban,1
28.44883605700319,77.23045598534205,2023-01-01 00:37:00,Rain,Urban,3
28.74211651325608,77.13567740109015,2023-01-01 00:38:00,Fog,Urban,1
28.6200762468698,77.17927535036894,2023-01-01 00:39:00,Clear,Rural,1
28.46101911742239,77.2724440855691,2023-01-01 00:40:00,Snow,Urban,4
28.647588455055633,77.28026586682836,2023-01-01 00:41:00,Snow,Rural,3
28.417194260557608,77.01102256594632,2023-01-01 00:42:00,Rain,Highway,1
28.85466020103939,77.30772106913585,2023-01-01 00:43:00,Snow,Rural,3
28.529389990800006,77.19740756598243,2023-01-01 00:44:00,Clear,Highway,2
28.73126114217699,77.22267950932982,2023-01-01 00:45:00,Fog,Urban,1
28.555855538044703,77.11919767407595,2023-01-01 00:46:00,Fog,Rural,1
28.660034010588905,77.16833351440023,2023-01-01 00:47:00,Fog,Rural,1
28.67335513967164,77.28415005359173,2023-01-01 00:48:00,Snow,Highway,2
28.49242722776276,77.3106855211777,2023-01-01 00:49:00,Rain,Highway,1
28.88479231388228,77.1548424724672,2023-01-01 00:50:00,Clear,Highway,4
28.787566411680555,77.27644701306053,2023-01-01 00:51:00,Rain,Highway,3
28.869749470782093,77.10321740067538,2023-01-01 00:52:00,Fog,Urban,4
28.847413675213822,77.33280906607101,2023-01-01 00:53:00,Clear,Highway,4
28.69894998940554,77.24392569556295,2023-01-01 00:54:00,Snow,Rural,4
28.860937117511558,77.31007460642677,2023-01-01 00:55:00,Clear,Rural,4
28.44424625102596,77.19086194092714,2023-01-01 00:56:00,Snow,Highway,4
28.49799143120957,77.09164371399278,2023-01-01 00:57:00,Fog,Highway,2
28.422613644455268,77.17169244532546,2023-01-01 00:58:00,Fog,Urban,4
28.56266516538163,77.15259415779133,2023-01-01 00:59:00,Fog,Rural,3
28.59433864484474,77.13308661737607,2023-01-01 01:00:00,Rain,Highway,4
28.535674515886946,77.0848694990966,2023-01-01 01:01:00,Clear,Urban,3
28.814368754575963,77.30366685675193,2023-01-01 01:02:00,Clear,Highway,3
28.578376663346795,77.03454066452822,2023-01-01 01:03:00,Clear,Urban,3
28.54046725484369,77.35502437195434,2023-01-01 01:04:00,Snow,Urban,2
28.671348041579122,77.0700098891591,2023-01-01 01:05:00,Rain,Urban,2
28.47046211248738,77.39194946074062,2023-01-01 01:06:00,Rain,Rural,2
28.80109849037702,77.39538721923483,2023-01-01 01:07:00,Rain,Urban,3
28.437275321839884,77.15935481649646,2023-01-01 01:08:00,Rain,Highway,1
28.89344346830026,77.39512842905292,2023-01-01 01:09:00,Rain,Urban,2
28.786122384648326,77.3476274069123,2023-01-01 01:10:00,Snow,Urban,3
28.499357840767086,77.03297211077867,2023-01-01 01:11:00,Clear,Urban,1
28.4027610585618,77.37893142545146,2023-01-01 01:12:00,Rain,Urban,3
28.807730714227414,77.01700575436183,2023-01-01 01:13:00,Fog,Urban,4
28.753428671923807,77.07276571749564,2023-01-01 01:14:00,Fog,Highway,2
28.764503584020492,77.23383821633867,2023-01-01 01:15:00,Fog,Rural,2
28.78563517334297,77.03229487136001,2023-01-01 01:16:00,Clear,Rural,3
28.437022325867044,77.06469110279575,2023-01-01 01:17:00,Fog,Urban,1
28.579232864272136,77.3813967148449,2023-01-01 01:18:00,Snow,Urban,1
28.457934529762564,77.39787515395506,2023-01-01 01:19:00,Snow,Urban,3
28.831551712937795,77.31925461671213,2023-01-01 01:20:00,Clear,Highway,2
28.711649063413777,77.20608375658588,2023-01-01 01:21:00,Snow,Rural,1
28.565449012426324,77.36012037427668,2023-01-01 01:22:00,Snow,Rural,2
28.43177917514301,77.04475950835342,2023-01-01 01:23:00,Snow,Urban,2
28.55549116085783,77.37715674769801,2023-01-01 01:24:00,Fog,Rural,4
28.56259166101337,77.14062117098217,2023-01-01 01:25:00,Rain,Urban,4
28.764803089169032,77.34459575649328,2023-01-01 01:26:00,Fog,Rural,2
28.718778735677606,77.26734936239416,2023-01-01 01:27:00,Fog,Urban,2
28.84360637128816,77.3841097216223,2023-01-01 01:28:00,Snow,Urban,3
28.636107462580974,77.34587117911833,2023-01-01 01:29:00,Snow,Highway,3
28.45979712296915,77.35515912542037,2023-01-01 01:30:00,Snow,Highway,4
28.756622393611497,77.25270174244801,2023-01-01 01:31:00,Clear,Rural,4
28.780392524308446,77.33326341239051,2023-01-01 01:32:00,Clear,Urban,4
28.680638598784746,77.30285246030454,2023-01-01 01:33:00,Rain,Urban,1
28.78548358997728,77.06464925236156,2023-01-01 01:34:00,Fog,Highway,3
28.646897798182195,77.2594387565413,2023-01-01 01:35:00,Fog,Rural,4
28.661366414690995,77.05927021860806,2023-01-01 01:36:00,Snow,Rural,1
28.613770509179272,77.34778244875422,2023-01-01 01:37:00,Snow,Rural,4
28.412709563372047,77.02637991973599,2023-01-01 01:38:00,Fog,Rural,4
28.45394571349665,77.39481866807732,2023-01-01 01:39:00,Rain,Highway,2
28.415714592843365,77.16025066645508,2023-01-01 01:40:00,Rain,Urban,1
28.71820520563189,77.06825174148058,2023-01-01 01:41:00,Rain,Highway,4
28.55717799053816,77.3742699934645,2023-01-01 01:42:00,Clear,Urban,4
28.65428534558235,77.01817039449195,2023-01-01 01:43:00,Clear,Highway,1
28.853783236963046,77.1880422538036,2023-01-01 01:44:00,Snow,Urban,2
28.524646114574438,77.30809085116981,2023-01-01 01:45:00,Rain,Urban,2
28.605191461517812,77.12670019017268,2023-01-01 01:46:00,Clear,Highway,3
28.777775569271522,77.21153386796112,2023-01-01 01:47:00,Clear,Urban,2
28.51439908274581,77.28016520652552,2023-01-01 01:48:00,Snow,Highway,3
28.438489954914395,77.38079056840053,2023-01-01 01:49:00,Rain,Highway,4
28.544875726456883,77.04108105570842,2023-01-01 01:50:00,Clear,Rural,4
28.480610643627,77.06289068148597,2023-01-01 01:51:00,Snow,Highway,3
28.864848826171286,77.20354835807763,2023-01-01 01:52:00,Clear,Highway,4
28.804060189782206,77.16738998446002,2023-01-01 01:53:00,Rain,Urban,1
28.71670187825521,77.16431846427346,2023-01-01 01:54:00,Rain,Urban,3
28.835730295093857,77.11878460117447,2023-01-01 01:55:00,Rain,Urban,2
28.801836038449554,77.22427391940359,2023-01-01 01:56:00,Fog,Rural,4
28.493285029443015,77.35331533446629,2023-01-01 01:57:00,Rain,Highway,1
28.846279499244986,77.06436973621514,2023-01-01 01:58:00,Fog,Rural,1
28.669671120957823,77.0861145317983,2023-01-01 01:59:00,Snow,Urban,3
28.803720077582028,77.26832939911984,2023-01-01 02:00:00,Snow,Highway,3
28.848045649961744,77.02247906171492,2023-01-01 02:01:00,Clear,Rural,4
28.559001737485932,77.2695056798252,2023-01-01 02:02:00,Snow,Highway,3
28.455025962263836,77.12578246034533,2023-01-01 02:03:00,Fog,Highway,1
28.51396758127097,77.14314157256001,2023-01-01 02:04:00,Rain,Rural,3
28.613553894313128,77.16221974952916,2023-01-01 02:05:00,Snow,Rural,4
28.809007382961244,77.13983502459669,2023-01-01 02:06:00,Clear,Rural,4
28.83036529162817,77.33648384851182,2023-01-01 02:07:00,Snow,Rural,3
28.403476065265593,77.37842738296013,2023-01-01 02:08:00,Rain,Rural,3
28.65537365128878,77.21920459012648,2023-01-01 02:09:00,Clear,Highway,4
28.608705501574388,77.23275139953398,2023-01-01 02:10:00,Clear,Highway,4
28.511053905235364,77.02819324320538,2023-01-01 02:11:00,Snow,Highway,2
28.45993268366684,77.2852767713444,2023-01-01 02:12:00,Clear,Urban,4
28.568807585701812,77.23363954918564,2023-01-01 02:13:00,Fog,Highway,2
28.87145485195626,77.02015780952304,2023-01-01 02:14:00,Rain,Highway,3
28.561601466010377,77.07937026682868,2023-01-01 02:15:00,Fog,Urban,2
28.65939531087168,77.08077736815703,2023-01-01 02:16:00,Rain,Rural,1
28.751509479447588,77.06838718077735,2023-01-01 02:17:00,Clear,Urban,3
28.581814801189644,77.26345838184912,2023-01-01 02:18:00,Snow,Urban,2
28.88589104136048,77.37137584614231,2023-01-01 02:19:00,Fog,Urban,1
28.881223647471053,77.30519013014334,2023-01-01 02:20:00,Fog,Urban,2
28.52589114791268,77.19094939408556,2023-01-01 02:21:00,Fog,Urban,1
28.648624252946192,77.16162051919379,2023-01-01 02:22:00,Clear,Highway,3
28.550439154908382,77.15458324212369,2023-01-01 02:23:00,Snow,Rural,4
28.542420247188733,77.24049878307834,2023-01-01 02:24:00,Clear,Highway,2
28.418443473677264,77.14368826357781,2023-01-01 02:25:00,Rain,Highway,3
28.704782166989947,77.09044878847548,2023-01-01 02:26:00,Rain,Highway,1
28.65133951161443,77.24113716263024,2023-01-01 02:27:00,Snow,Rural,1
28.425739375624993,77.15628216537102,2023-01-01 02:28:00,Rain,Urban,1
28.539323232118303,77.00564993165753,2023-01-01 02:29:00,Clear,Highway,2
28.854132942983327,77.00889244542671,2023-01-01 02:30:00,Clear,Urban,1
28.519780945333483,77.10965464446177,2023-01-01 02:31:00,Fog,Urban,1
28.47244743604561,77.20496887980275,2023-01-01 02:32:00,Snow,Highway,2
28.64472638013878,77.1416958030672,2023-01-01 02:33:00,Clear,Urban,4
28.892825227055297,77.00962206095502,2023-01-01 02:34:00,Fog,Rural,1
28.52102763575575,77.0892607055013,2023-01-01 02:35:00,Fog,Highway,3
28.73606777370294,77.03856772346985,2023-01-01 02:36:00,Fog,Highway,3
28.780809807664358,77.37945280054457,2023-01-01 02:37:00,Clear,Rural,3
28.518818771996198,77.12513363025141,2023-01-01 02:38:00,Rain,Urban,3
28.764108174305928,77.0059065486382,2023-01-01 02:39:00,Snow,Urban,2
28.583891566359625,77.26422530079427,2023-01-01 02:40:00,Snow,Rural,1
28.71615291529679,77.09297917620313,2023-01-01 02:41:00,Snow,Highway,2
28.716764855380447,77.2266945020124,2023-01-01 02:42:00,Fog,Highway,2
28.66788734203738,77.06029818184379,2023-01-01 02:43:00,Clear,Rural,1
28.445144885027204,77.393605294049,2023-01-01 02:44:00,Rain,Highway,1
28.81765124779462,77.38810367462614,2023-01-01 02:45:00,Clear,Highway,3
28.560390032485866,77.26239334067613,2023-01-01 02:46:00,Snow,Urban,4
28.493259255199927,77.28288104872883,2023-01-01 02:47:00,Clear,Urban,3
28.42038757077738,77.17035155651666,2023-01-01 02:48:00,Rain,Urban,4
28.69544647159412,77.38487173816728,2023-01-01 02:49:00,Snow,Highway,2
28.738782180921138,77.16949584814849,2023-01-01 02:50:00,Fog,Highway,1
28.408293914463925,77.09578719896322,2023-01-01 02:51:00,Snow,Urban,1
28.656046529149638,77.04615144384157,2023-01-01 02:52:00,Fog,Urban,2
28.51324788759897,77.08325012012575,2023-01-01 02:53:00,Fog,Highway,4
28.722586395204722,77.22888540157149,2023-01-01 02:54:00,Rain,Highway,3
28.487183214502494,77.09803668717572,2023-01-01 02:55:00,Snow,Urban,1
28.74546886905123,77.26169977137903,2023-01-01 02:56:00,Rain,Urban,4
28.59336767315027,77.15287380795402,2023-01-01 02:57:00,Clear,Highway,1
28.868364994368367,77.3547491621669,2023-01-01 02:58:00,Rain,Urban,2
28.468760472072994,77.22339122698624,2023-01-01 02:59:00,Snow,Urban,4
28.570533175525128,77.24904162124051,2023-01-01 03:00:00,Rain,Highway,1
28.45673676062029,77.22262392119707,2023-01-01 03:01:00,Snow,Urban,4
28.86234680913928,77.35422750967642,2023-01-01 03:02:00,Rain,Urban,3
28.83866967669049,77.02536782717168,2023-01-01 03:03:00,Fog,Rural,2
28.528970813857576,77.0269394828363,2023-01-01 03:04:00,Clear,Highway,3
28.72999202301709,77.28069609796991,2023-01-01 03:05:00,Clear,Rural,3
28.808611100100606,77.30718556081928,2023-01-01 03:06:00,Snow,Urban,3
28.67760040579973,77.1734357673128,2023-01-01 03:07:00,Snow,Highway,1
28.664825289178,77.14092208322171,2023-01-01 03:08:00,Snow,Rural,4
28.520926145450225,77.11117802648216,2023-01-01 03:09:00,Rain,Highway,4
28.44655138390295,77.09375795433343,2023-01-01 03:10:00,Clear,Highway,1
28.84860787897666,77.36478343587144,2023-01-01 03:11:00,Clear,Rural,2
28.850209028581663,77.11805581854448,2023-01-01 03:12:00,Clear,Urban,1
28.716550728636633,77.25923151832448,2023-01-01 03:13:00,Clear,Urban,3
28.56951489552435,77.31483791215345,2023-01-01 03:14:00,Clear,Highway,4
28.574604787306328,77.00878663137904,2023-01-01 03:15:00,Snow,Highway,1
28.76297783943512,77.01354965995327,2023-01-01 03:16:00,Fog,Highway,3
28.848555129976287,77.13325496185495,2023-01-01 03:17:00,Snow,Urban,3
28.84354321213256,77.27840629772548,2023-01-01 03:18:00,Clear,Highway,1
28.78993777292881,77.10431945410494,2023-01-01 03:19:00,Rain,Urban,3
28.721015823077142,77.0005933161729,2023-01-01 03:20:00,Snow,Urban,1
28.44206998249752,77.11525915997757,2023-01-01 03:21:00,Fog,Urban,3
28.480814357047304,77.03605232665741,2023-01-01 03:22:00,Clear,Highway,3
28.849277094263538,77.08776532231693,2023-01-01 03:23:00,Rain,Urban,2
28.703214529829793,77.13327600027972,2023-01-01 03:24:00,Fog,Urban,4
28.404598525808314,77.05122294202751,2023-01-01 03:25:00,Fog,Highway,2
28.450735771433013,77.28254589097907,2023-01-01 03:26:00,Fog,Urban,1
28.731750884554028,77.10236809280248,2023-01-01 03:27:00,Clear,Urban,1
28.40253079192311,77.26443791972198,2023-01-01 03:28:00,Rain,Urban,1
28.480404025708747,77.23961314112847,2023-01-01 03:29:00,Snow,Urban,2
28.674366894683292,77.3592181950775,2023-01-01 03:30:00,Clear,Highway,3
28.745947598846346,77.03517326893787,2023-01-01 03:31:00,Clear,Rural,1
28.725980629751298,77.08584324454547,2023-01-01 03:32:00,Rain,Rural,2
28.51213465473028,77.3460713716176,2023-01-01 03:33:00,Clear,Rural,1
28.756089610673765,77.32885258255428,2023-01-01 03:34:00,Snow,Urban,3
28.5186245437484,77.07684222287283,2023-01-01 03:35:00,Snow,Urban,1
28.56269984907963,77.04309440477844,2023-01-01 03:36:00,Snow,Highway,2
28.77324570255901,77.34249658584808,2023-01-01 03:37:00,Snow,Rural,1
28.724816449523605,77.07125522272989,2023-01-01 03:38:00,Snow,Highway,3
28.824611705247086,77.34844388242833,2023-01-01 03:39:00,Clear,Highway,4
28.72880644615017,77.3844458797511,2023-01-01 03:40:00,Rain,Rural,3
28.684154301667736,77.08832265543028,2023-01-01 03:41:00,Fog,Urban,4
28.446837383914044,77.33615503996839,2023-01-01 03:42:00,Snow,Rural,2
28.583857901529715,77.1695324359929,2023-01-01 03:43:00,Fog,Rural,1
28.53260118384086,77.3155113699014,2023-01-01 03:44:00,Snow,Highway,2
28.52199482168954,77.16295821639154,2023-01-01 03:45:00,Snow,Urban,1
28.886505277376223,77.0281582394935,2023-01-01 03:46:00,Snow,Rural,4
28.59654886233338,77.28507810904547,2023-01-01 03:47:00,Fog,Urban,1
28.846023277588554,77.06027545596143,2023-01-01 03:48:00,Clear,Highway,2
28.715569312998632,77.37081003572669,2023-01-01 03:49:00,Clear,Urban,1
28.797405651770823,77.16709851320829,2023-01-01 03:50:00,Snow,Urban,2
28.651318546552595,77.03280005916383,2023-01-01 03:51:00,Snow,Rural,4
28.68845194231318,77.0913920059096,2023-01-01 03:52:00,Snow,Highway,2
28.64625884690943,77.34500704698708,2023-01-01 03:53:00,Rain,Highway,3
28.49762149389902,77.12843418784966,2023-01-01 03:54:00,Clear,Urban,1
28.76122605763075,77.34253119799187,2023-01-01 03:55:00,Snow,Urban,2
28.540386181220427,77.06891469535687,2023-01-01 03:56:00,Snow,Urban,4
28.412157983215724,77.18728724943092,2023-01-01 03:57:00,Snow,Rural,1
28.722736147953583,77.35130379671465,2023-01-01 03:58:00,Rain,Rural,4
28.488555339703524,77.0193619329293,2023-01-01 03:59:00,Snow,Rural,4
28.870229292176457,77.12171087311185,2023-01-01 04:00:00,Fog,Rural,4
28.87696428850129,77.36394063577552,2023-01-01 04:01:00,Rain,Rural,1
28.857432195110224,77.23861053108322,2023-01-01 04:02:00,Fog,Highway,4
28.58507935012772,77.28649285240886,2023-01-01 04:03:00,Fog,Rural,3
28.40772830826443,77.33685137543696,2023-01-01 04:04:00,Clear,Highway,3
28.864159281293862,77.20943857050764,2023-01-01 04:05:00,Clear,Urban,4
28.614092074158656,77.33814636040864,2023-01-01 04:06:00,Snow,Highway,1
28.883327409521833,77.25550582826736,2023-01-01 04:07:00,Fog,Rural,2
28.881809988544624,77.27426018022541,2023-01-01 04:08:00,Fog,Urban,3
28.826504727733678,77.06114178206725,2023-01-01 04:09:00,Snow,Rural,1
28.547224446034793,77.37560753169389,2023-01-01 04:10:00,Snow,Rural,2
28.592548864300962,77.31843374017397,2023-01-01 04:11:00,Rain,Urban,1
28.825568335758426,77.10167839845886,2023-01-01 04:12:00,Snow,Rural,2
28.558461002578138,77.23199786655323,2023-01-01 04:13:00,Snow,Rural,2
28.484746373343043,77.15058636194446,2023-01-01 04:14:00,Rain,Rural,1
28.678400631229174,77.26416079952396,2023-01-01 04:15:00,Clear,Highway,3
28.86807738708039,77.397498737281,2023-01-01 04:16:00,Fog,Highway,2
28.748014898337484,77.01829855885745,2023-01-01 04:17:00,Clear,Highway,1
28.685030585044682,77.38100945518545,2023-01-01 04:18:00,Rain,Rural,4
28.448588246885382,77.02895653285746,2023-01-01 04:19:00,Clear,Highway,3
28.707503613349584,77.18430585433632,2023-01-01 04:20:00,Fog,Rural,1
28.89502692505213,77.19284368023737,2023-01-01 04:21:00,Fog,Rural,3
28.47004200761826,77.10748978183993,2023-01-01 04:22:00,Fog,Rural,1
28.65916482618187,77.22667971442388,2023-01-01 04:23:00,Snow,Highway,1
28.838686535963976,77.33358565853545,2023-01-01 04:24:00,Fog,Rural,1
28.7703843088771,77.11758487248451,2023-01-01 04:25:00,Snow,Rural,1
28.748507870497633,77.02816197506085,2023-01-01 04:26:00,Snow,Urban,1
28.751242041993553,77.25291348025651,2023-01-01 04:27:00,Snow,Rural,3
28.579745575609877,77.30069805165931,2023-01-01 04:28:00,Fog,Rural,1
28.546795922132244,77.38180920391844,2023-01-01 04:29:00,Rain,Rural,1
28.804680577739255,77.06380985873736,2023-01-01 04:30:00,Clear,Highway,1
28.805056697339587,77.36054394632193,2023-01-01 04:31:00,Snow,Highway,1
28.833536159290052,77.19284939087565,2023-01-01 04:32:00,Clear,Rural,4
28.856620276278235,77.09430329480962,2023-01-01 04:33:00,Snow,Rural,3
28.65567119943047,77.38509938807852,2023-01-01 04:34:00,Clear,Highway,3
28.6507581473436,77.09537170821453,2023-01-01 04:35:00,Snow,Urban,1
28.799147589483386,77.29337767429438,2023-01-01 04:36:00,Snow,Highway,1
28.72498196538888,77.31395471136166,2023-01-01 04:37:00,Snow,Highway,1
28.75098343862885,77.17220762096957,2023-01-01 04:38:00,Snow,Urban,3
28.79789633471805,77.27599393789079,2023-01-01 04:39:00,Rain,Urban,2
28.84500267090878,77.22899083001171,2023-01-01 04:40:00,Snow,Highway,1
28.568997578425765,77.07681310097325,2023-01-01 04:41:00,Rain,Highway,1
28.58779147631997,77.30395515284542,2023-01-01 04:42:00,Snow,Urban,2
28.44699096992043,77.37120645793458,2023-01-01 04:43:00,Snow,Rural,4
28.689140070498084,77.19545522188766,2023-01-01 04:44:00,Clear,Highway,4
28.41797113689837,77.39772410162671,2023-01-01 04:45:00,Clear,Urban,1
28.63279900906623,77.17118612541395,2023-01-01 04:46:00,Rain,Highway,4
28.671322317353788,77.19189463026858,2023-01-01 04:47:00,Snow,Highway,1
28.543270626064142,77.26955900558946,2023-01-01 04:48:00,Snow,Highway,4
28.695416630284505,77.07430805768973,2023-01-01 04:49:00,Clear,Rural,1
28.415250124969525,77.36077840397888,2023-01-01 04:50:00,Snow,Rural,2
28.418674094374605,77.3205091188558,2023-01-01 04:51:00,Clear,Rural,2
28.811300280329828,77.34896691455671,2023-01-01 04:52:00,Snow,Rural,4
28.58009532070563,77.24382343180164,2023-01-01 04:53:00,Fog,Rural,2
28.463530256325942,77.3534991844718,2023-01-01 04:54:00,Rain,Highway,4
28.661121630027402,77.27198899491123,2023-01-01 04:55:00,Snow,Rural,2
28.784996776549303,77.2046243599143,2023-01-01 04:56:00,Clear,Urban,1
28.50791051374842,77.3727163215939,2023-01-01 04:57:00,Rain,Rural,3
28.711445237909498,77.1758879075286,2023-01-01 04:58:00,Clear,Rural,2
28.442673732496882,77.20022794219675,2023-01-01 04:59:00,Clear,Highway,3
28.4258408605843,77.0678174923307,2023-01-01 05:00:00,Fog,Highway,2
28.665677315784073,77.37906360394359,2023-01-01 05:01:00,Rain,Rural,1
28.670317560805053,77.08842112338492,2023-01-01 05:02:00,Snow,Rural,4
28.718714950749103,77.08056636967667,2023-01-01 05:03:00,Fog,Urban,2
28.76304566686133,77.04047784169246,2023-01-01 05:04:00,Snow,Highway,4
28.887926039731266,77.1813437804608,2023-01-01 05:05:00,Fog,Rural,3
28.658150174150595,77.10944581995123,2023-01-01 05:06:00,Snow,Highway,2
28.56147823647062,77.29631240021259,2023-01-01 05:07:00,Clear,Rural,4
28.79759309738435,77.12300864808162,2023-01-01 05:08:00,Rain,Urban,2
28.535416125631034,77.28830810468976,2023-01-01 05:09:00,Clear,Urban,2
28.619485710352816,77.07838443311051,2023-01-01 05:10:00,Rain,Highway,4
28.43922819067113,77.09198633736004,2023-01-01 05:11:00,Snow,Urban,4
28.412675371707728,77.32246966417661,2023-01-01 05:12:00,Fog,Rural,2
28.88132420733896,77.14843742076991,2023-01-01 05:13:00,Fog,Highway,2
28.8179900602561,77.04470959024188,2023-01-01 05:14:00,Rain,Urban,4
28.747987103046846,77.38456152203537,2023-01-01 05:15:00,Rain,Urban,3
28.604476472207132,77.07095686257745,2023-01-01 05:16:00,Clear,Rural,3
28.48664716003542,77.06007884746478,2023-01-01 05:17:00,Fog,Rural,1
28.478218521335542,77.14335282534066,2023-01-01 05:18:00,Fog,Urban,3
28.525121449082295,77.03825350769253,2023-01-01 05:19:00,Rain,Highway,3
28.674613332353058,77.06224655038046,2023-01-01 05:20:00,Rain,Rural,4
28.75729796135003,77.33857783901398,2023-01-01 05:21:00,Fog,Highway,4
28.730098688358865,77.06860274228387,2023-01-01 05:22:00,Clear,Highway,3
28.53996694847297,77.04457072546502,2023-01-01 05:23:00,Clear,Urban,2
28.877432640331595,77.3519830147525,2023-01-01 05:24:00,Clear,Rural,3
28.768948458347882,77.17751860324498,2023-01-01 05:25:00,Rain,Rural,2
28.6771770262557,77.06286517656497,2023-01-01 05:26:00,Rain,Highway,3
28.705860373117176,77.23260697220181,2023-01-01 05:27:00,Fog,Urban,1
28.609800031213894,77.01660233595037,2023-01-01 05:28:00,Fog,Urban,4
28.523865494750577,77.17095302185183,2023-01-01 05:29:00,Rain,Rural,2
28.57798633932563,77.23612553055014,2023-01-01 05:30:00,Clear,Urban,4
28.778923055232184,77.38284801210453,2023-01-01 05:31:00,Fog,Highway,3
28.407196744314877,77.1305859055139,2023-01-01 05:32:00,Snow,Highway,4
28.458036320253456,77.30602043861458,2023-01-01 05:33:00,Rain,Urban,4
28.423001321010876,77.05307992556206,2023-01-01 05:34:00,Snow,Rural,1
28.420364401159485,77.1734329400136,2023-01-01 05:35:00,Snow,Urban,1
28.8277302920055,77.08925389195218,2023-01-01 05:36:00,Clear,Urban,1
28.75182892969001,77.19698713435055,2023-01-01 05:37:00,Rain,Highway,1
28.637086914543662,77.16689274354636,2023-01-01 05:38:00,Rain,Rural,2
28.4489170803255,77.39191401998397,2023-01-01 05:39:00,Snow,Rural,3
28.645807937558416,77.36699919916826,2023-01-01 05:40:00,Clear,Highway,4
28.63673588539028,77.23288235986642,2023-01-01 05:41:00,Fog,Highway,4
28.486600934955007,77.07060391116605,2023-01-01 05:42:00,Snow,Urban,1
28.616925824618985,77.22278279656875,2023-01-01 05:43:00,Clear,Highway,2
28.599252367198684,77.31683291132951,2023-01-01 05:44:00,Snow,Urban,2
28.707925049026105,77.01521084479093,2023-01-01 05:45:00,Rain,Highway,2
28.71754682543382,77.17361173946193,2023-01-01 05:46:00,Clear,Rural,4
28.42265200488602,77.01705876593178,2023-01-01 05:47:00,Clear,Highway,4
28.587306307313234,77.09758317501917,2023-01-01 05:48:00,Rain,Highway,4
28.712929957857117,77.03684586384037,2023-01-01 05:49:00,Fog,Highway,2
28.65156812929004,77.38423131289004,2023-01-01 05:50:00,Rain,Highway,3
28.82824492059416,77.06753146111214,2023-01-01 05:51:00,Rain,Rural,3
28.72934681580947,77.0600415529345,2023-01-01 05:52:00,Snow,Highway,3
28.481467213540714,77.38882198658838,2023-01-01 05:53:00,Clear,Rural,1
28.435284373700213,77.20638691612123,2023-01-01 05:54:00,Rain,Urban,1
28.721209639103158,77.30319401256182,2023-01-01 05:55:00,Clear,Rural,3
28.41325565527081,77.13092586046781,2023-01-01 05:56:00,Snow,Highway,3
28.692887790636732,77.21314428237395,2023-01-01 05:57:00,Clear,Urban,2
