latitude,longitude,weather,road_type,severity,hour,day_of_week,is_weekend
28.69894998940554,77.24392569556295,Snow,Rural,4,0,6,1
28.86093711751156,77.31007460642677,Clear,Rural,4,0,6,1
28.44424625102596,77.19086194092714,Snow,Highway,4,0,6,1
28.49799143120957,77.09164371399278,Fog,Highway,2,0,6,1
28.422613644455268,77.17169244532546,Fog,Urban,4,0,6,1
28.56266516538163,77.15259415779133,Fog,Rural,3,0,6,1
28.59433864484474,77.13308661737607,Rain,Highway,4,1,6,1
28.535674515886942,77.0848694990966,Clear,Urban,3,1,6,1
28.814368754575963,77.30366685675193,Clear,Highway,3,1,6,1
28.578376663346795,77.03454066452822,Clear,Urban,3,1,6,1
28.54046725484369,77.35502437195434,Snow,Urban,2,1,6,1
28.67134804157912,77.0700098891591,Rain,Urban,2,1,6,1
28.47046211248738,77.39194946074062,Rain,Rural,2,1,6,1
28.80109849037702,77.39538721923483,Rain,Urban,3,1,6,1
28.437275321839884,77.15935481649646,Rain,Highway,1,1,6,1
28.89344346830026,77.39512842905292,Rain,Urban,2,1,6,1
28.786122384648326,77.3476274069123,Snow,Urban,3,1,6,1
28.49935784076709,77.03297211077867,Clear,Urban,1,1,6,1
28.4027610585618,77.37893142545146,Rain,Urban,3,1,6,1
28.807730714227414,77.01700575436183,Fog,Urban,4,1,6,1
28.753428671923807,77.07276571749564,Fog,Highway,2,1,6,1
28.764503584020492,77.23383821633867,Fog,Rural,2,1,6,1
28.78563517334297,77.03229487136001,Clear,Rural,3,1,6,1
28.437022325867044,77.06469110279575,Fog,Urban,1,1,6,1
28.579232864272136,77.3813967148449,Snow,Urban,1,1,6,1
28.457934529762564,77.39787515395506,Snow,Urban,3,1,6,1
28.831551712937795,77.31925461671213,Clear,Highway,2,1,6,1
28.711649063413777,77.20608375658588,Snow,Rural,1,1,6,1
28.565449012426324,77.36012037427668,Snow,Rural,2,1,6,1
28.43177917514301,77.04475950835342,Snow,Urban,2,1,6,1
28.55549116085783,77.37715674769801,Fog,Rural,4,1,6,1
28.56259166101337,77.14062117098217,Rain,Urban,4,1,6,1
28.764803089169032,77.34459575649328,Fog,Rural,2,1,6,1
28.718778735677606,77.26734936239416,Fog,Urban,2,1,6,1
28.84360637128816,77.3841097216223,Snow,Urban,3,1,6,1
28.636107462580977,77.34587117911833,Snow,Highway,3,1,6,1
28.45979712296915,77.35515912542037,Snow,Highway,4,1,6,1
28.756622393611497,77.25270174244801,Clear,Rural,4,1,6,1
28.780392524308446,77.33326341239051,Clear,Urban,4,1,6,1
28.680638598784743,77.30285246030454,Rain,Urban,1,1,6,1
28.78548358997728,77.06464925236156,Fog,Highway,3,1,6,1
28.646897798182195,77.2594387565413,Fog,Rural,4,1,6,1
28.661366414690995,77.05927021860806,Snow,Rural,1,1,6,1
28.613770509179272,77.34778244875422,Snow,Rural,4,1,6,1
28.412709563372047,77.02637991973599,Fog,Rural,4,1,6,1
28.45394571349665,77.39481866807732,Rain,Highway,2,1,6,1
28.415714592843365,77.16025066645508,Rain,Urban,1,1,6,1
28.71820520563189,77.06825174148058,Rain,Highway,4,1,6,1
28.55717799053816,77.3742699934645,Clear,Urban,4,1,6,1
28.65428534558235,77.01817039449195,Clear,Highway,1,1,6,1
28.853783236963046,77.1880422538036,Snow,Urban,2,1,6,1
28.52464611457444,77.30809085116981,Rain,Urban,2,1,6,1
28.605191461517812,77.12670019017268,Clear,Highway,3,1,6,1
28.77777556927152,77.21153386796112,Clear,Urban,2,1,6,1
28.51439908274581,77.28016520652552,Snow,Highway,3,1,6,1
28.438489954914395,77.38079056840053,Rain,Highway,4,1,6,1
28.544875726456883,77.04108105570842,Clear,Rural,4,1,6,1
28.480610643627,77.06289068148597,Snow,Highway,3,1,6,1
28.864848826171286,77.20354835807763,Clear,Highway,4,1,6,1
28.80406018978221,77.16738998446002,Rain,Urban,1,1,6,1
28.71670187825521,77.16431846427346,Rain,Urban,3,1,6,1
28.835730295093857,77.11878460117447,Rain,Urban,2,1,6,1
28.80183603844955,77.22427391940359,Fog,Rural,4,1,6,1
28.493285029443015,77.35331533446629,Rain,Highway,1,1,6,1
28.846279499244982,77.06436973621514,Fog,Rural,1,1,6,1
28.669671120957823,77.0861145317983,Snow,Urban,3,1,6,1
28.803720077582028,77.26832939911984,Snow,Highway,3,2,6,1
28.848045649961744,77.02247906171492,Clear,Rural,4,2,6,1
28.559001737485932,77.2695056798252,Snow,Highway,3,2,6,1
28.455025962263836,77.12578246034533,Fog,Highway,1,2,6,1
28.51396758127097,77.14314157256001,Rain,Rural,3,2,6,1
28.613553894313128,77.16221974952916,Snow,Rural,4,2,6,1
28.809007382961244,77.13983502459669,Clear,Rural,4,2,6,1
28.83036529162817,77.33648384851182,Snow,Rural,3,2,6,1
28.403476065265593,77.37842738296013,Rain,Rural,3,2,6,1
28.65537365128878,77.21920459012648,Clear,Highway,4,2,6,1
28.608705501574388,77.23275139953398,Clear,Highway,4,2,6,1
28.511053905235364,77.02819324320538,Snow,Highway,2,2,6,1
28.45993268366684,77.2852767713444,Clear,Urban,4,2,6,1
28.568807585701812,77.23363954918564,Fog,Highway,2,2,6,1
28.87145485195626,77.02015780952304,Rain,Highway,3,2,6,1
28.561601466010377,77.07937026682868,Fog,Urban,2,2,6,1
28.65939531087168,77.08077736815703,Rain,Rural,1,2,6,1
28.751509479447588,77.06838718077735,Clear,Urban,3,2,6,1
28.581814801189644,77.26345838184912,Snow,Urban,2,2,6,1
28.88589104136048,77.37137584614231,Fog,Urban,1,2,6,1
28.881223647471053,77.30519013014334,Fog,Urban,2,2,6,1
28.52589114791268,77.19094939408556,Fog,Urban,1,2,6,1
28.648624252946192,77.16162051919379,Clear,Highway,3,2,6,1
28.550439154908386,77.15458324212369,Snow,Rural,4,2,6,1
28.542420247188733,77.24049878307834,Clear,Highway,2,2,6,1
28.418443473677264,77.14368826357781,Rain,Highway,3,2,6,1
28.704782166989947,77.09044878847548,Rain,Highway,1,2,6,1
28.65133951161443,77.24113716263024,Snow,Rural,1,2,6,1
28.425739375624993,77.15628216537102,Rain,Urban,1,2,6,1
28.539323232118303,77.00564993165753,Clear,Highway,2,2,6,1
28.854132942983327,77.00889244542671,Clear,Urban,1,2,6,1
28.519780945333483,77.10965464446177,Fog,Urban,1,2,6,1
28.47244743604561,77.20496887980275,Snow,Highway,2,2,6,1
28.64472638013878,77.1416958030672,Clear,Urban,4,2,6,1
28.892825227055297,77.00962206095502,Fog,Rural,1,2,6,1
28.52102763575575,77.0892607055013,Fog,Highway,3,2,6,1
28.73606777370294,77.03856772346985,Fog,Highway,3,2,6,1
28.78080980766436,77.37945280054457,Clear,Rural,3,2,6,1
28.5188187719962,77.12513363025141,Rain,Urban,3,2,6,1
28.764108174305928,77.0059065486382,Snow,Urban,2,2,6,1
28.583891566359625,77.26422530079427,Snow,Rural,1,2,6,1
28.71615291529679,77.09297917620313,Snow,Highway,2,2,6,1
28.716764855380447,77.2266945020124,Fog,Highway,2,2,6,1
28.66788734203738,77.06029818184379,Clear,Rural,1,2,6,1
28.445144885027204,77.393605294049,Rain,Highway,1,2,6,1
28.81765124779462,77.38810367462614,Clear,Highway,3,2,6,1
28.560390032485863,77.26239334067613,Snow,Urban,4,2,6,1
28.493259255199927,77.28288104872883,Clear,Urban,3,2,6,1
28.42038757077738,77.17035155651666,Rain,Urban,4,2,6,1
28.69544647159412,77.38487173816728,Snow,Highway,2,2,6,1
28.738782180921135,77.16949584814849,Fog,Highway,1,2,6,1
28.408293914463925,77.09578719896322,Snow,Urban,1,2,6,1
28.65604652914964,77.04615144384157,Fog,Urban,2,2,6,1
28.51324788759897,77.08325012012575,Fog,Highway,4,2,6,1
28.72258639520472,77.22888540157149,Rain,Highway,3,2,6,1
28.487183214502497,77.09803668717572,Snow,Urban,1,2,6,1
28.74546886905123,77.26169977137903,Rain,Urban,4,2,6,1
28.59336767315027,77.15287380795402,Clear,Highway,1,2,6,1
28.868364994368367,77.3547491621669,Rain,Urban,2,2,6,1
28.468760472072994,77.22339122698624,Snow,Urban,4,2,6,1
28.570533175525128,77.24904162124051,Rain,Highway,1,3,6,1
28.45673676062029,77.22262392119707,Snow,Urban,4,3,6,1
28.86234680913928,77.35422750967642,Rain,Urban,3,3,6,1
28.83866967669049,77.02536782717168,Fog,Rural,2,3,6,1
28.528970813857576,77.0269394828363,Clear,Highway,3,3,6,1
28.72999202301709,77.28069609796991,Clear,Rural,3,3,6,1
28.80861110010061,77.30718556081928,Snow,Urban,3,3,6,1
28.67760040579973,77.1734357673128,Snow,Highway,1,3,6,1
28.664825289178,77.14092208322171,Snow,Rural,4,3,6,1
28.520926145450225,77.11117802648216,Rain,Highway,4,3,6,1
28.44655138390295,77.09375795433343,Clear,Highway,1,3,6,1
28.84860787897666,77.36478343587144,Clear,Rural,2,3,6,1
28.850209028581663,77.11805581854448,Clear,Urban,1,3,6,1
28.716550728636633,77.25923151832448,Clear,Urban,3,3,6,1
28.56951489552435,77.31483791215345,Clear,Highway,4,3,6,1
28.574604787306328,77.00878663137904,Snow,Highway,1,3,6,1
28.76297783943512,77.01354965995327,Fog,Highway,3,3,6,1
28.848555129976287,77.13325496185495,Snow,Urban,3,3,6,1
28.84354321213256,77.27840629772548,Clear,Highway,1,3,6,1
28.78993777292881,77.10431945410494,Rain,Urban,3,3,6,1
28.721015823077146,77.0005933161729,Snow,Urban,1,3,6,1
28.44206998249752,77.11525915997757,Fog,Urban,3,3,6,1
28.480814357047304,77.03605232665741,Clear,Highway,3,3,6,1
28.849277094263535,77.08776532231693,Rain,Urban,2,3,6,1
28.703214529829793,77.13327600027972,Fog,Urban,4,3,6,1
28.40459852580831,77.05122294202751,Fog,Highway,2,3,6,1
28.450735771433013,77.28254589097907,Fog,Urban,1,3,6,1
28.731750884554028,77.10236809280248,Clear,Urban,1,3,6,1
28.40253079192311,77.26443791972198,Rain,Urban,1,3,6,1
28.480404025708747,77.23961314112847,Snow,Urban,2,3,6,1
28.674366894683292,77.3592181950775,Clear,Highway,3,3,6,1
28.745947598846342,77.03517326893787,Clear,Rural,1,3,6,1
28.725980629751295,77.08584324454547,Rain,Rural,2,3,6,1
28.51213465473028,77.3460713716176,Clear,Rural,1,3,6,1
28.756089610673765,77.32885258255428,Snow,Urban,3,3,6,1
28.5186245437484,77.07684222287283,Snow,Urban,1,3,6,1
28.56269984907963,77.04309440477844,Snow,Highway,2,3,6,1
28.77324570255901,77.34249658584808,Snow,Rural,1,3,6,1
28.724816449523605,77.07125522272989,Snow,Highway,3,3,6,1
28.824611705247086,77.34844388242833,Clear,Highway,4,3,6,1
28.72880644615017,77.3844458797511,Rain,Rural,3,3,6,1
28.684154301667736,77.08832265543028,Fog,Urban,4,3,6,1
28.446837383914044,77.33615503996839,Snow,Rural,2,3,6,1
28.583857901529715,77.1695324359929,Fog,Rural,1,3,6,1
28.53260118384086,77.3155113699014,Snow,Highway,2,3,6,1
28.52199482168954,77.16295821639154,Snow,Urban,1,3,6,1
28.886505277376223,77.0281582394935,Snow,Rural,4,3,6,1
28.59654886233338,77.28507810904547,Fog,Urban,1,3,6,1
28.846023277588554,77.06027545596143,Clear,Highway,2,3,6,1
28.715569312998632,77.37081003572669,Clear,Urban,1,3,6,1
28.797405651770823,77.16709851320829,Snow,Urban,2,3,6,1
28.651318546552595,77.03280005916383,Snow,Rural,4,3,6,1
28.68845194231318,77.0913920059096,Snow,Highway,2,3,6,1
28.64625884690943,77.34500704698708,Rain,Highway,3,3,6,1
28.49762149389902,77.12843418784966,Clear,Urban,1,3,6,1
28.76122605763075,77.34253119799187,Snow,Urban,2,3,6,1
28.540386181220427,77.06891469535687,Snow,Urban,4,3,6,1
28.412157983215724,77.18728724943092,Snow,Rural,1,3,6,1
28.722736147953583,77.35130379671465,Rain,Rural,4,3,6,1
28.488555339703524,77.0193619329293,Snow,Rural,4,3,6,1
28.870229292176457,77.12171087311185,Fog,Rural,4,4,6,1
28.87696428850129,77.36394063577552,Rain,Rural,1,4,6,1
28.857432195110224,77.23861053108322,Fog,Highway,4,4,6,1
28.58507935012772,77.28649285240886,Fog,Rural,3,4,6,1
28.40772830826443,77.33685137543696,Clear,Highway,3,4,6,1
28.864159281293865,77.20943857050764,Clear,Urban,4,4,6,1
28.614092074158656,77.33814636040864,Snow,Highway,1,4,6,1
28.883327409521833,77.25550582826736,Fog,Rural,2,4,6,1
28.881809988544624,77.27426018022541,Fog,Urban,3,4,6,1
28.82650472773368,77.06114178206725,Snow,Rural,1,4,6,1
28.547224446034793,77.37560753169389,Snow,Rural,2,4,6,1
28.59254886430096,77.31843374017397,Rain,Urban,1,4,6,1
28.825568335758422,77.10167839845886,Snow,Rural,2,4,6,1
28.558461002578134,77.23199786655323,Snow,Rural,2,4,6,1
28.484746373343043,77.15058636194446,Rain,Rural,1,4,6,1
28.678400631229177,77.26416079952396,Clear,Highway,3,4,6,1
28.86807738708039,77.397498737281,Fog,Highway,2,4,6,1
28.748014898337484,77.01829855885745,Clear,Highway,1,4,6,1
28.68503058504468,77.38100945518545,Rain,Rural,4,4,6,1
28.448588246885382,77.02895653285746,Clear,Highway,3,4,6,1
28.707503613349584,77.18430585433632,Fog,Rural,1,4,6,1
28.89502692505213,77.19284368023737,Fog,Rural,3,4,6,1
28.47004200761826,77.10748978183993,Fog,Rural,1,4,6,1
28.65916482618187,77.22667971442388,Snow,Highway,1,4,6,1
28.838686535963976,77.33358565853545,Fog,Rural,1,4,6,1
28.7703843088771,77.11758487248451,Snow,Rural,1,4,6,1
28.748507870497633,77.02816197506085,Snow,Urban,1,4,6,1
28.751242041993553,77.25291348025651,Snow,Rural,3,4,6,1
28.579745575609877,77.30069805165931,Fog,Rural,1,4,6,1
28.546795922132244,77.38180920391844,Rain,Rural,1,4,6,1
28.804680577739255,77.06380985873736,Clear,Highway,1,4,6,1
28.805056697339587,77.36054394632193,Snow,Highway,1,4,6,1
28.833536159290052,77.19284939087565,Clear,Rural,4,4,6,1
28.856620276278235,77.09430329480962,Snow,Rural,3,4,6,1
28.65567119943047,77.38509938807852,Clear,Highway,3,4,6,1
28.6507581473436,77.09537170821453,Snow,Urban,1,4,6,1
28.799147589483383,77.29337767429438,Snow,Highway,1,4,6,1
28.72498196538888,77.31395471136166,Snow,Highway,1,4,6,1
28.75098343862885,77.17220762096957,Snow,Urban,3,4,6,1
28.79789633471805,77.27599393789079,Rain,Urban,2,4,6,1
28.84500267090878,77.22899083001171,Snow,Highway,1,4,6,1
28.568997578425765,77.07681310097325,Rain,Highway,1,4,6,1
28.58779147631997,77.30395515284542,Snow,Urban,2,4,6,1
28.44699096992043,77.37120645793458,Snow,Rural,4,4,6,1
28.689140070498084,77.19545522188766,Clear,Highway,4,4,6,1
28.41797113689837,77.39772410162671,Clear,Urban,1,4,6,1
28.63279900906623,77.17118612541395,Rain,Highway,4,4,6,1
28.671322317353788,77.19189463026858,Snow,Highway,1,4,6,1
28.543270626064142,77.26955900558946,Snow,Highway,4,4,6,1
28.695416630284505,77.07430805768973,Clear,Rural,1,4,6,1
28.415250124969525,77.36077840397888,Snow,Rural,2,4,6,1
28.418674094374605,77.3205091188558,Clear,Rural,2,4,6,1
28.811300280329828,77.34896691455671,Snow,Rural,4,4,6,1
28.58009532070563,77.24382343180164,Fog,Rural,2,4,6,1
28.463530256325942,77.3534991844718,Rain,Highway,4,4,6,1
28.6611216300274,77.27198899491123,Snow,Rural,2,4,6,1
28.784996776549303,77.2046243599143,Clear,Urban,1,4,6,1
28.50791051374842,77.3727163215939,Rain,Rural,3,4,6,1
28.711445237909498,77.1758879075286,Clear,Rural,2,4,6,1
28.44267373249688,77.20022794219675,Clear,Highway,3,4,6,1
28.4258408605843,77.0678174923307,Fog,Highway,2,5,6,1
28.665677315784073,77.37906360394359,Rain,Rural,1,5,6,1
28.670317560805053,77.08842112338492,Snow,Rural,4,5,6,1
28.718714950749103,77.08056636967667,Fog,Urban,2,5,6,1
28.76304566686133,77.04047784169246,Snow,Highway,4,5,6,1
28.887926039731266,77.1813437804608,Fog,Rural,3,5,6,1
28.658150174150595,77.10944581995123,Snow,Highway,2,5,6,1
28.56147823647062,77.29631240021259,Clear,Rural,4,5,6,1
28.79759309738435,77.12300864808162,Rain,Urban,2,5,6,1
28.53541612563103,77.28830810468976,Clear,Urban,2,5,6,1
28.619485710352816,77.07838443311051,Rain,Highway,4,5,6,1
28.43922819067113,77.09198633736004,Snow,Urban,4,5,6,1
28.412675371707728,77.32246966417661,Fog,Rural,2,5,6,1
28.88132420733896,77.14843742076991,Fog,Highway,2,5,6,1
28.8179900602561,77.04470959024188,Rain,Urban,4,5,6,1
28.74798710304685,77.38456152203537,Rain,Urban,3,5,6,1
28.604476472207132,77.07095686257745,Clear,Rural,3,5,6,1
28.48664716003542,77.06007884746478,Fog,Rural,1,5,6,1
28.478218521335545,77.14335282534066,Fog,Urban,3,5,6,1
28.525121449082295,77.03825350769253,Rain,Highway,3,5,6,1
28.674613332353054,77.06224655038046,Rain,Rural,4,5,6,1
28.75729796135003,77.33857783901398,Fog,Highway,4,5,6,1
28.730098688358865,77.06860274228387,Clear,Highway,3,5,6,1
28.53996694847297,77.04457072546502,Clear,Urban,2,5,6,1
28.877432640331595,77.3519830147525,Clear,Rural,3,5,6,1
28.76894845834788,77.17751860324498,Rain,Rural,2,5,6,1
28.6771770262557,77.06286517656497,Rain,Highway,3,5,6,1
28.705860373117176,77.23260697220181,Fog,Urban,1,5,6,1
28.609800031213897,77.01660233595037,Fog,Urban,4,5,6,1
28.523865494750577,77.17095302185183,Rain,Rural,2,5,6,1
28.57798633932563,77.23612553055014,Clear,Urban,4,5,6,1
28.778923055232184,77.38284801210453,Fog,Highway,3,5,6,1
28.407196744314877,77.1305859055139,Snow,Highway,4,5,6,1
28.458036320253456,77.30602043861458,Rain,Urban,4,5,6,1
28.423001321010876,77.05307992556206,Snow,Rural,1,5,6,1
28.420364401159485,77.1734329400136,Snow,Urban,1,5,6,1
28.8277302920055,77.08925389195218,Clear,Urban,1,5,6,1
28.75182892969001,77.19698713435055,Rain,Highway,1,5,6,1
28.637086914543666,77.16689274354636,Rain,Rural,2,5,6,1
28.4489170803255,77.39191401998397,Snow,Rural,3,5,6,1
28.645807937558416,77.36699919916826,Clear,Highway,4,5,6,1
28.63673588539028,77.23288235986642,Fog,Highway,4,5,6,1
28.486600934955007,77.07060391116605,Snow,Urban,1,5,6,1
28.616925824618985,77.22278279656875,Clear,Highway,2,5,6,1
28.599252367198684,77.31683291132951,Snow,Urban,2,5,6,1
28.707925049026105,77.01521084479093,Rain,Highway,2,5,6,1
28.71754682543382,77.17361173946193,Clear,Rural,4,5,6,1
28.42265200488602,77.01705876593178,Clear,Highway,4,5,6,1
28.58730630731323,77.09758317501917,Rain,Highway,4,5,6,1
28.712929957857117,77.03684586384037,Fog,Highway,2,5,6,1
28.65156812929004,77.38423131289004,Rain,Highway,3,5,6,1
28.82824492059416,77.06753146111214,Rain,Rural,3,5,6,1
28.72934681580947,77.0600415529345,Snow,Highway,3,5,6,1
28.48146721354071,77.38882198658838,Clear,Rural,1,5,6,1
28.435284373700213,77.20638691612123,Rain,Urban,1,5,6,1
28.72120963910316,77.30319401256182,Clear,Rural,3,5,6,1
28.41325565527081,77.13092586046781,Snow,Highway,3,5,6,1
28.692887790636732,77.21314428237395,Clear,Urban,2,5,6,1
28.870115120712477,77.00274148483109,Rain,Highway,1,5,6,1
28.687737088937936,77.16352738855097,Snow,Rural,3,5,6,1
28.59408496310326,77.22203591457759,Snow,Rural,4,6,6,1
28.721644109221177,77.20576406539965,Snow,Highway,4,6,6,1
28.629126445245756,77.1623278748867,Fog,Highway,3,6,6,1
28.672808394657967,77.31516306549779,Fog,Urban,2,6,6,1
28.87073240438826,77.20065633066149,Clear,Rural,1,6,6,1
28.593051318900383,77.25444820945837,Clear,Urban,1,6,6,1
28.880595281911955,77.0738484526536,Snow,Rural,4,6,6,1
28.85267532097803,77.34460003856445,Clear,Highway,3,6,6,1
28.497895567394647,77.14513447275586,Snow,Urban,4,6,6,1
28.43468065043758,77.19284145333059,Fog,Highway,3,6,6,1
28.450389000688713,77.14087791192986,Snow,Highway,4,6,6,1
28.409110912825778,77.35676287040286,Rain,Urban,1,6,6,1
28.44722148037796,77.3602960587849,Snow,Highway,1,6,6,1
28.741503386708175,77.0897137378441,Rain,Rural,3,6,6,1
28.435594324230113,77.30108582230494,Fog,Rural,2,6,6,1
28.55948781514688,77.04115341828329,Snow,Urban,1,6,6,1
28.822437655484727,77.01194014132312,Fog,Urban,3,6,6,1
28.411635967867912,77.33463364540009,Rain,Rural,2,6,6,1
28.807234241294463,77.05247125820797,Snow,Rural,2,6,6,1
28.5409273873867,77.0619130871444,Clear,Rural,1,6,6,1
28.459082413810822,77.2426353037176,Fog,Highway,1,6,6,1
28.748368582682073,77.3267074066176,Rain,Highway,3,6,6,1
28.71447142338994,77.07584036801642,Fog,Urban,3,6,6,1
28.83873600676353,77.04567689388492,Snow,Rural,4,6,6,1
28.76753552190194,77.03092893820035,Rain,Highway,3,6,6,1
28.801740465192424,77.00993856463418,Snow,Urban,1,6,6,1
28.54101728628565,77.04659165994323,Snow,Urban,4,6,6,1
28.48871977188986,77.37707676382747,Snow,Rural,4,6,6,1
28.77530737582043,77.03811300503378,Clear,Highway,2,6,6,1
28.80341736963363,77.23902358963005,Snow,Highway,4,6,6,1
28.895252571000334,77.36838655556642,Clear,Highway,2,6,6,1
28.60630883845571,77.25112805631048,Snow,Highway,1,6,6,1
28.58600904289639,77.01309830180934,Fog,Highway,3,6,6,1
28.788206480371,77.23856552288639,Fog,Rural,3,6,6,1
28.57040177012651,77.36122612273624,Fog,Rural,2,6,6,1
28.86537866280178,77.12902361403205,Snow,Highway,2,6,6,1
28.829206375921505,77.12545117182835,Clear,Urban,4,6,6,1
28.614497013687508,77.09954543548032,Snow,Rural,1,6,6,1
28.77543553389575,77.20221783477851,Fog,Highway,2,6,6,1
28.77727143704234,77.09517713844374,Fog,Highway,3,6,6,1
28.451561934417963,77.28951550855962,Rain,Highway,4,6,6,1
28.851276453339786,77.25794469896785,Rain,Highway,1,6,6,1
28.652626186223927,77.16030944614783,Clear,Urban,2,6,6,1
28.81322873305387,77.28902202311771,Clear,Rural,1,6,6,1
28.560024800515304,77.03939852257588,Rain,Rural,3,6,6,1
28.8477616142481,77.29981136135365,Clear,Urban,1,6,6,1
28.59460083936708,77.24116327263349,Fog,Rural,4,6,6,1
28.40541882574015,77.25203315027466,Fog,Rural,3,6,6,1
28.85269098820963,77.025865480089,Clear,Rural,1,6,6,1
28.445643338393065,77.24725400469131,Fog,Urban,3,6,6,1
28.559656818795204,77.1976488095302,Rain,Highway,1,6,6,1
28.8750309835254,77.19434500092677,Fog,Highway,2,6,6,1
28.875303573468777,77.12874135991646,Rain,Urban,4,6,6,1
28.68671894406164,77.00304555333611,Rain,Rural,4,6,6,1
28.715918606084895,77.16905496001847,Clear,Rural,1,6,6,1
28.62422276098916,77.1603664896903,Rain,Highway,4,6,6,1
28.54660538584903,77.16912216292745,Fog,Urban,1,6,6,1
28.56433227268496,77.24479760263202,Snow,Highway,4,6,6,1
28.736259228038517,77.11996248570406,Rain,Highway,3,6,6,1
28.77618726471884,77.10775337969369,Rain,Urban,1,6,6,1
28.79578952186292,77.19911251178931,Snow,Urban,3,7,6,1
28.794809071397275,77.2369270703941,Fog,Highway,4,7,6,1
28.445603051524344,77.22693137066268,Snow,Highway,1,7,6,1
28.64721015235129,77.35265669365263,Rain,Rural,1,7,6,1
28.42877938000832,77.30765762333793,Snow,Urban,2,7,6,1
28.674764441161862,77.02087595855001,Rain,Urban,1,7,6,1
28.620765250686688,77.22539016605924,Fog,Highway,3,7,6,1
28.843852091379148,77.16712568379596,Clear,Rural,1,7,6,1
28.57545750627604,77.14442051736694,Snow,Urban,2,7,6,1
28.4585335082138,77.38315836244978,Snow,Rural,3,7,6,1
28.471495841026417,77.18271831301122,Snow,Urban,3,7,6,1
28.780755315858737,77.28777395798754,Clear,Urban,4,7,6,1
28.70910903165813,77.38683478798274,Fog,Urban,4,7,6,1
28.45056133806139,77.06040005436097,Fog,Urban,4,7,6,1
28.442053403057496,77.02184650485958,Clear,Rural,3,7,6,1
